SRA ID,Actual MIC
ERR2091329,32
ERR2091405,0.03
ERR2091324,4.0
ERR3808926,30
ERR2091336,4
ERR3808907,18
ERR2091311,0.03
ERR3808917,37
ERR2931002,64
ERR2091309,2
ERR2091314,1
ERR2091306,0.015
ERR3808926,31
ERR2931028,1
ERR2091305,64.0
ERR3808889,17
ERR3808928,6
ERR2091357,0.25
ERR3808892,6
ERR2091322,0.5
ERR3808909,6
ERR2091321,8
ERR2091406,1.0
ERR2091396,0.03
ERR2091430,4
ERR3808923,6
ERR3808919,27
ERR2931017,1
ERR3808888,16
ERR2091318,0.25
ERR2091360,0.015
ERR2091424,0.06
ERR3808901,12
ERR3808895,16
ERR2091336,4
ERR2091407,0.015
ERR3808875,16
ERR3808884,23
ERR3808900,20
ERR2091336,0.03
ERR3808889,31
ERR3808921,6
ERR2091318,2
ERR3808906,24
ERR3808887,20
ERR3808877,25
ERR2091314,1.0
ERR3808902,15
ERR2091401,64.0
ERR3808904,22
ERR3808873,23
ERR3808886,6
ERR2091398,4
ERR3808904,6
ERR2091338,16
ERR3808895,6
ERR2091326,2
ERR2091323,0.015
ERR3808898,28
ERR2091320,16
ERR2091337,1024.0
ERR3808879,24
ERR2091363,4
ERR2931013,1
ERR3808890,11
ERR2931024,8
ERR2091333,2
ERR3808866,10
ERR2091335,8.0
ERR2091326,0.03
ERR2091357,0.03
ERR2091426,4
ERR3808889,24
ERR3808897,30
ERR2091408,0.25
ERR2091407,0.03
ERR3808883,8
ERR3808913,23
ERR3808924,18
ERR2091358,0.25
ERR3808921,23
ERR3808904,10
ERR2091331,64.0
ERR2091340,2
ERR3808870,16
ERR3808890,26
ERR2091313,64.0
ERR2091418,8
ERR3808875,9
ERR2091401,64.0
ERR2091414,2
ERR3808904,6
ERR2931011,16
ERR3808903,22
ERR2091306,32.0
ERR2091408,2
ERR2091344,1024.0
ERR2931002,1
ERR2091323,4.0
ERR2091405,64.0
ERR2931011,0.5
ERR3808906,23
ERR3808904,12
ERR2091353,8.0
ERR2091322,0.25
ERR2091430,1.0
ERR3808900,30
ERR2091330,1024.0
ERR2091362,4
ERR3808924,24
ERR3808868,22
ERR3808884,6
ERR3808908,6
ERR3808900,6
ERR2091408,2
ERR2091313,32
ERR2931008,32
ERR3808900,8
ERR2091398,0.015
ERR2091340,0.015
ERR2091333,4
ERR2091356,4
ERR3808872,22
ERR2091326,8.0
ERR2091424,64
ERR3808917,29
ERR3808874,6
ERR2091417,1.0
ERR3808890,29
ERR3808892,35
ERR2091420,64.0
ERR2091323,2
ERR3808870,23
ERR3808922,18
ERR2091312,16
ERR3808893,19
ERR2935426,20
ERR2091354,16
ERR3808876,31
ERR2091315,0.015
ERR2931024,0.5
ERR2931011,1
ERR3808906,33
ERR2091416,0.25
ERR2091350,0.125
ERR2091404,0.125
ERR2091356,4.0
ERR3808881,28
ERR2931013,64
ERR2091352,64.0
ERR3808874,15
ERR2091343,0.03
ERR2091316,0.25
ERR2091317,1.0
ERR2091321,1024.0
ERR2091357,0.25
ERR2091325,4
ERR2091334,0.03
ERR2091400,64
ERR3808909,6
ERR2091343,1.0
ERR3808918,6
ERR2091346,1
ERR2091425,0.25
ERR2091425,4.0
ERR2091409,0.03
ERR2091356,0.25
ERR2931024,4
ERR3808913,6
ERR2091341,0.015
ERR2091329,0.03
ERR2091416,0.25
ERR2091355,1.0
ERR2091307,2
ERR3808907,21
ERR2931008,64
ERR3808882,29
ERR2091406,32
ERR2091401,0.5
ERR3808894,11
ERR3808928,17
ERR3808871,30
ERR3808887,24
ERR2091331,2
ERR2091343,1024.0
ERR3808883,17
ERR3808877,10
ERR3808924,27
ERR3808893,22
ERR3808906,27
ERR2935426,6
ERR2091423,0.03
ERR3808928,25
ERR2091317,0.06
ERR2091413,0.5
ERR3808915,29
ERR2091416,64.0
ERR3808914,21
ERR2931021,0.25
ERR3808870,22
ERR2091360,1.0
ERR2091333,64.0
ERR2091314,4
ERR3808908,10
ERR2091426,2
ERR2091310,1.0
ERR2091354,0.25
ERR2091305,16
ERR2091410,0.25
ERR3808917,14
ERR2091423,1024.0
ERR2091319,8.0
ERR2091317,2
ERR3808866,6
ERR2091398,1.0
ERR2091353,4.0
ERR3808891,24
ERR2091419,0.03
ERR2091320,0.5
ERR2091349,0.25
ERR3808891,6
ERR2091331,0.125
ERR2091356,0.25
ERR3808892,35
ERR2091333,4.0
ERR2091321,8
ERR3808878,11
ERR3808893,9
ERR2091317,64.0
ERR2091316,8
ERR3808866,6
ERR3808924,25
ERR2091429,0.06
ERR3808884,6
ERR2091404,1.0
ERR2931002,8
ERR3808885,10
ERR2931028,64
ERR2091423,1.0
ERR2091346,128.0
ERR2091427,8.0
ERR3808887,22
ERR2091355,128.0
ERR3808907,18
ERR2091425,1024.0
ERR3808900,6
ERR2931033,32
ERR3808919,13
ERR3808878,17
ERR3808910,18
ERR2091312,4.0
ERR2091324,8
ERR2091320,0.25
ERR3808907,6
ERR2931002,4
ERR3808894,16
ERR2091345,0.25
ERR2091357,8
ERR2091311,8.0
ERR2091349,64.0
ERR3808917,29
ERR3808905,24
ERR3808882,33
ERR2091397,0.25
ERR3808898,21
ERR2091407,1
ERR2091346,0.03
ERR2091324,32
ERR3808925,22
ERR3808881,20
ERR2091363,1
ERR2091346,0.5
ERR3808886,6
ERR3808884,6
ERR2091415,128
ERR2931021,0.5
ERR2091405,0.25
ERR3808920,6
ERR3808928,23
ERR2091310,8
ERR2091396,8.0
ERR2091429,0.015
ERR3808873,28
ERR2091342,1.0
ERR2931011,8
ERR3808873,31
ERR2091336,0.015
ERR3808908,6
ERR2931017,8
ERR3808916,6
ERR2091322,0.25
ERR2091324,0.015
ERR2091359,8
ERR2091330,8.0
ERR2091414,0.125
ERR3808886,12
ERR2091327,0.015
ERR2091339,1
ERR2091413,8
ERR3808916,11
ERR2091425,0.03
ERR2091320,2
ERR2091355,0.25
ERR2091324,8.0
ERR3808919,22
ERR2091340,8.0
ERR3808886,6
ERR3808925,26
ERR2091337,32.0
ERR2091307,8
ERR2931021,1
ERR2091304,0.015
ERR2931025,32
ERR2091347,1.0
ERR2091322,4
ERR2091362,64
ERR2091322,0.03
ERR2091420,0.5
ERR2931002,4
ERR3808918,6
ERR2091334,1024.0
ERR2091429,1.0
ERR2091401,8
ERR2091345,4
ERR3808894,24
ERR2091361,0.015
ERR2091338,32
ERR2091415,1.0
ERR2091311,8
ERR3808902,16
ERR3808919,15
ERR3808904,6
ERR2091413,64.0
ERR3808888,6
ERR2091426,0.125
ERR3808915,28
ERR2091337,0.5
ERR3808872,6
ERR3808892,22
ERR3808910,15
ERR3808923,6
ERR2091313,0.015
ERR3808877,25
ERR3808880,19
ERR3808898,18
ERR2091430,0.5
ERR3808917,17
ERR2091409,4.0
ERR3808916,6
ERR2091336,4.0
ERR3808892,30
ERR3808911,6
ERR3808906,23
ERR2091328,0.5
ERR2091419,64
ERR2091329,16
ERR2091339,1.0
ERR3808899,6
ERR3808889,25
ERR2091323,0.03
ERR2931024,1
ERR2091306,1
ERR2091317,0.5
ERR2931032,8
ERR2091313,4
ERR3808913,6
ERR3808906,27
ERR3808871,27
ERR3808910,30
ERR3808915,6
ERR3808878,6
ERR2091362,0.015
ERR2091345,1024.0
ERR3808871,23
ERR2091408,0.125
ERR2091323,32.0
ERR2091396,1.0
ERR2091332,2
ERR2931032,0.25
ERR3808911,6
ERR2091364,1024.0
ERR2091311,64.0
ERR2091405,1024.0
ERR2091429,64.0
ERR3808880,22
ERR2091425,8
ERR3808876,19
ERR2091410,0.03
ERR2091314,0.015
ERR3808876,25
ERR2931009,16
ERR2091428,1
ERR3808895,24
ERR2091362,4
ERR2931011,8
ERR2931033,1
ERR3808909,6
ERR2931008,1
ERR2931021,16
ERR2091363,0.125
ERR2091332,1
ERR3808875,17
ERR2091322,0.03
ERR2091329,0.015
ERR2091416,8.0
ERR3808870,23
ERR2091408,0.03
ERR2091304,64
ERR3808892,30
ERR2931009,32
ERR3808874,16
ERR2931009,8
ERR2091333,1.0
ERR2091396,32
ERR2091430,64.0
ERR2091410,0.25
ERR2091352,8
ERR2091355,0.015
ERR3808871,26
ERR3808881,6
ERR3808867,26
ERR2091328,0.03
ERR3808867,23
ERR2091325,1024.0
ERR3808867,28
ERR2091424,0.5
ERR2091307,4
ERR2091350,64.0
ERR2091397,2
ERR2091428,2
ERR2091421,0.015
ERR2091320,64.0
ERR3808928,14
ERR3808876,6
ERR2091315,1.0
ERR2091360,0.03
ERR3808874,31
ERR2091411,0.25
ERR3808873,9
ERR2091363,1
ERR2091316,0.015
ERR2091364,32.0
ERR3808901,11
ERR3808906,22
ERR3808883,11
ERR3808928,6
ERR3808893,10
ERR2091329,0.015
ERR2931011,0.25
ERR3808884,13
ERR3808908,6
ERR3808869,12
ERR3808924,9
ERR2091410,1.0
ERR2091412,0.03
ERR3808873,24
ERR2931011,16
ERR3808894,14
ERR2091411,32
ERR2931025,2
ERR3808867,22
ERR3808871,6
ERR2091312,64.0
ERR2091427,32
ERR2091351,1.0
ERR2091338,0.03
ERR2935426,31
ERR2091329,64.0
ERR2931028,0.25
ERR3808868,6
ERR2091320,1024.0
ERR2091352,0.015
ERR2091312,0.03
ERR3808899,14
ERR2091348,32
ERR2091428,1.0
ERR2091305,64
ERR2091415,64.0
ERR2091414,64.0
ERR2935426,23
ERR2931024,2
ERR2091336,64.0
ERR3808892,24
ERR2091316,0.25
ERR2091345,0.5
ERR3808908,6
ERR2091419,4.0
ERR2091410,64.0
ERR2091399,2
ERR3808901,6
ERR2091307,0.25
ERR2091424,0.015
ERR2091343,0.125
ERR2091344,0.03
ERR3808922,10
ERR2091361,0.25
ERR2091414,8.0
ERR2091318,8.0
ERR3808913,6
ERR2091356,64
ERR2091358,8
ERR3808896,29
ERR3808893,29
ERR3808866,22
ERR3808886,28
ERR2091335,32.0
ERR2091426,4
ERR3808923,6
ERR2091341,1024.0
ERR3808901,6
ERR2091410,0.125
ERR2091307,8.0
ERR3808925,18
ERR2091404,0.5
ERR2091362,0.125
ERR2091421,1.0
ERR2931024,4
ERR2091400,0.03
ERR3808881,23
ERR2091350,32.0
ERR2091409,64.0
ERR2091407,8
ERR3808911,14
ERR3808897,23
ERR3808925,25
ERR2931028,8
ERR2091410,64.0
ERR3808909,6
ERR2935426,10
ERR2931013,4
ERR3808905,23
ERR2091359,8.0
ERR2091412,8
ERR2091310,64.0
ERR2091318,64.0
ERR2091398,32.0
ERR2931028,32
ERR2091409,0.03
ERR2091413,2
ERR2091362,1.0
ERR3808893,6
ERR2091360,4
ERR3808910,6
ERR2091324,8
ERR3808921,22
ERR3808872,23
ERR2091334,64.0
ERR3808896,6
ERR3808905,25
ERR2091338,0.015
ERR2091398,8
ERR3808919,24
ERR2931025,4
ERR3808921,6
ERR2091330,64
ERR3808883,16
ERR3808927,22
ERR3808911,33
ERR2091324,0.25
ERR2091334,0.25
ERR2091405,8
ERR2091415,2
ERR3808922,6
ERR3808899,25
ERR3808904,17
ERR3808883,27
ERR3808922,6
ERR2091422,8.0
ERR2091416,2
ERR3808867,14
ERR2091359,4.0
ERR3808926,27
ERR3808899,15
ERR2091306,0.015
ERR3808913,6
ERR2091420,4
ERR3808920,31
ERR2091397,8.0
ERR2091310,0.015
ERR2091408,8.0
ERR2091348,1.0
ERR2091309,128
ERR2931017,4
ERR2091345,32
ERR2091347,0.03
ERR3808879,28
ERR2091404,8.0
ERR3808887,18
ERR2931008,0.5
ERR3808923,13
ERR2091323,1024.0
ERR3808893,20
ERR2931009,0.5
ERR2091408,1.0
ERR3808897,21
ERR2091346,0.25
ERR2091342,32
ERR3808895,30
ERR2931032,16
ERR3808888,6
ERR2091330,64.0
ERR3808908,19
ERR2091330,0.015
ERR2091414,8.0
ERR2091397,8
ERR3808881,13
ERR3808917,13
ERR2091356,0.03
ERR3808890,10
ERR2091405,0.25
ERR2091348,0.25
ERR3808916,23
ERR2091318,0.03
ERR3808887,9
ERR2091347,8.0
ERR2091342,64.0
ERR3808869,6
ERR2091361,2
ERR3808868,27
ERR3808885,22
ERR2091340,32
ERR2091415,0.25
ERR2091359,0.03
ERR3808913,15
ERR2091344,64.0
ERR2091363,64.0
ERR2091419,0.03
ERR2091311,0.125
ERR2091426,16
ERR3808889,26
ERR2091345,64
ERR2091311,32.0
ERR2091353,2
ERR2091359,32
ERR2091340,0.015
ERR2091418,0.03
ERR3808902,21
ERR2091396,8.0
ERR2931025,64
ERR2931013,0.5
ERR3808905,22
ERR3808867,6
ERR2091362,4.0
ERR3808913,29
ERR3808870,22
ERR2091325,64.0
ERR3808920,6
ERR2091348,0.03
ERR2931011,16
ERR2091327,4
ERR3808887,28
ERR2091341,4
ERR2091351,0.03
ERR2091335,0.03
ERR2091323,4
ERR2091350,32.0
ERR2091306,4.0
ERR2091423,4.0
ERR3808910,23
ERR2091354,0.03
ERR2091405,2
ERR2091421,32
ERR2091327,0.03
ERR3808898,29
ERR3808919,12
ERR2091414,1.0
ERR2091314,0.5
ERR3808880,31
ERR3808890,30
ERR3808925,6
ERR3808869,23
ERR2091339,8
ERR3808910,14
ERR2091352,8.0
ERR2091425,0.25
ERR3808923,25
ERR2091316,64
ERR2091316,1024.0
ERR3808914,10
ERR2091404,0.25
ERR3808894,9
ERR2091332,0.125
ERR2091401,0.03
ERR2091405,0.03
ERR3808901,23
ERR3808898,23
ERR2931009,4
ERR2091305,1
ERR2091321,64.0
ERR3808924,23
ERR2091425,0.03
ERR2091363,64
ERR3808923,6
ERR3808913,6
ERR2091316,64.0
ERR2091313,1.0
ERR2091322,64
ERR3808872,9
ERR2091358,0.03
ERR2091358,0.03
ERR3808884,16
ERR3808927,24
ERR2091333,1024.0
ERR3808891,20
ERR2091347,8.0
ERR2091424,32
ERR3808926,25
ERR2091338,4.0
ERR2931013,32
ERR2091337,32.0
ERR2091320,0.5
ERR2091326,0.5
ERR3808890,20
ERR2931008,1
ERR2091409,16
ERR2091402,0.03
ERR2091358,8.0
ERR2091311,1.0
ERR2091331,0.03
ERR2091346,8.0
ERR2091411,64
ERR2931008,0.25
ERR2931021,0.5
ERR2091427,0.25
ERR2091356,0.25
ERR2091343,32
ERR3808869,9
ERR3808889,24
ERR2091410,2
ERR2931017,32
ERR3808892,10
ERR2091406,0.25
ERR2091322,1.0
ERR2091400,0.25
ERR2091338,0.5
ERR3808923,6
ERR2091331,64
ERR3808911,14
ERR2091422,0.03
ERR3808887,23
ERR3808919,20
ERR2935426,6
ERR2091412,64.0
ERR2091354,1
ERR2931002,8
ERR2091333,4
ERR2091308,64.0
ERR2931009,8
ERR3808874,25
ERR2091419,8
ERR2091361,4
ERR2091311,0.015
ERR3808920,15
ERR2091313,0.015
ERR2091317,8.0
ERR2091401,0.25
ERR3808877,14
ERR2091361,0.03
ERR3808899,32
ERR2091412,8.0
ERR3808915,25
ERR3808885,6
ERR2091358,0.25
ERR2091318,1024.0
ERR3808891,33
ERR3808868,23
ERR2091419,8
ERR3808880,21
ERR2091354,4.0
ERR3808916,6
ERR3808886,17
ERR2931021,320
ERR2091418,64.0
ERR3808880,21
ERR2091341,1
ERR2091411,0.03
ERR3808866,13
ERR2091402,8
ERR2091363,8.0
ERR2931024,0.25
ERR2091318,16
ERR3808885,11
ERR2091333,32.0
ERR2931002,0.5
ERR2091306,16
ERR2091321,0.25
ERR2091402,1.0
ERR3808874,10
ERR2091305,2
ERR2091406,128
ERR3808886,6
ERR2091325,0.03
ERR3808919,18
ERR3808920,6
ERR3808912,29
ERR3808919,17
ERR3808876,35
ERR2091329,2
ERR2091408,0.5
ERR3808912,12
ERR3808868,24
ERR3808900,19
ERR2091407,4.0
ERR2091361,32
ERR2091305,1.0
ERR3808902,26
ERR2091412,0.25
ERR2091340,1.0
ERR2091421,64
ERR2091349,0.03
ERR3808895,31
ERR2091361,4
ERR3808904,17
ERR2091428,4.0
ERR3808883,13
ERR3808870,29
ERR2091429,2
ERR3808916,6
ERR2091346,1
ERR2931021,4
ERR2931032,0.25
ERR3808893,12
ERR2091314,128.0
ERR2091328,0.25
ERR2931013,64
ERR2091341,1.0
ERR2091428,1024.0
ERR3808885,36
ERR3808878,28
ERR2091339,64.0
ERR2091397,0.03
ERR2091415,0.5
ERR2091331,4
ERR2091347,0.125
ERR2091361,128
ERR3808875,6
ERR3808902,10
ERR3808877,21
ERR2091363,1.0
ERR3808889,32
ERR2091420,8
ERR2091327,1024.0
ERR2931032,320
ERR2091311,1024.0
ERR3808909,6
ERR3808906,24
ERR2091422,8.0
ERR3808875,15
ERR2931033,0.25
ERR3808912,6
ERR2091351,0.015
ERR3808915,6
ERR2931002,64
ERR3808873,6
ERR3808912,6
ERR3808907,6
ERR2091426,1.0
ERR2091327,0.03
ERR3808889,31
ERR2091333,32.0
ERR2091422,1.0
ERR3808868,35
ERR2091351,8.0
ERR3808926,24
ERR3808877,20
ERR2091309,1024.0
ERR2091304,0.5
ERR2091354,4
ERR2091326,32.0
ERR2091400,4.0
ERR2931025,20
ERR2091407,64.0
ERR3808897,24
ERR2091315,8.0
ERR2091351,0.03
ERR2931009,1
ERR2091317,8
ERR3808917,14
ERR2091309,0.03
ERR2091420,8.0
ERR2091364,1
ERR3808896,18
ERR2091348,4.0
ERR2091321,64.0
ERR3808898,24
ERR2091348,0.25
ERR3808919,28
ERR2091415,0.25
ERR2091350,0.5
ERR3808916,20
ERR2091310,16
ERR3808905,27
ERR2091337,0.5
ERR3808926,28
ERR2091330,2
ERR2091349,16
ERR2091320,1.0
ERR2091354,64.0
ERR3808880,22
ERR2091406,0.5
ERR2091348,0.03
ERR3808889,6
ERR2091426,1
ERR2091412,2
ERR2091329,32.0
ERR2931009,0.25
ERR3808909,11
ERR2091413,4.0
ERR2931008,16
ERR2091414,32
ERR3808918,36
ERR3808909,6
ERR2931021,64
ERR2931032,16
ERR3808905,26
ERR3808879,30
ERR3808868,12
ERR3808872,6
ERR2091351,64.0
ERR3808910,18
ERR2091347,0.125
ERR2091427,4
ERR2931017,64
ERR2091315,4
ERR2091307,0.25
ERR3808892,23
ERR2091304,64.0
ERR3808916,22
ERR3808902,6
ERR2091309,64
ERR3808902,33
ERR2091306,64
ERR3808902,33
ERR3808916,6
ERR2091310,0.015
ERR2091421,0.03
ERR2091414,0.25
ERR3808879,25
ERR3808889,22
ERR3808903,16
ERR3808877,9
ERR2091362,8.0
ERR3808911,6
ERR3808906,16
ERR2091416,1.0
ERR3808918,29
ERR2091402,0.03
ERR3808891,27
ERR2091307,64.0
ERR3808868,14
ERR2091353,64.0
ERR2091417,64.0
ERR3808927,26
ERR2091416,0.03
ERR2935426,16
ERR2091330,0.25
ERR2091418,64
ERR3808879,8
ERR2091330,2
ERR3808888,6
ERR2091325,2
ERR3808870,29
ERR3808904,7
ERR3808917,36
ERR3808924,32
ERR2091310,64
ERR3808915,27
ERR2091323,0.5
ERR3808881,21
ERR2091407,0.25
ERR2091354,0.015
ERR2091337,64.0
ERR3808882,22
ERR2091305,0.03
ERR2091326,16
ERR2091411,0.06
ERR3808885,22
ERR2091312,0.5
ERR2091422,8
ERR2091415,8.0
ERR3808870,13
ERR3808922,14
ERR3808873,25
ERR2091345,0.25
ERR2091323,4
ERR2091402,4.0
ERR3808925,19
ERR3808914,22
ERR3808914,27
ERR2091429,8.0
ERR2931025,4
ERR2091396,2
ERR3808922,6
ERR2931025,0.5
ERR2091417,0.5
ERR2091407,64.0
ERR2931002,8
ERR2931009,20
ERR2091322,8.0
ERR2091414,0.03
ERR2091407,32.0
ERR3808926,22
ERR3808907,6
ERR2931033,8
ERR2091314,0.25
ERR2091350,4.0
ERR3808908,23
ERR2091335,0.5
ERR2931024,16
ERR3808874,18
ERR2931028,8
ERR2091423,0.5
ERR2091340,8
ERR3808886,6
ERR2091321,0.015
ERR2091417,0.125
ERR3808899,30
ERR3808888,23
ERR2091362,0.5
ERR2091339,0.03
ERR3808905,24
ERR2091346,8
ERR2091334,64
ERR2091315,8
ERR2091310,4
ERR2091408,0.015
ERR2091421,64.0
ERR2091308,32
ERR2091357,0.015
ERR2091417,1
ERR2091363,0.25
ERR2091400,16
ERR2091312,1
ERR2091341,2
ERR3808879,22
ERR2091360,8.0
ERR2091363,0.03
ERR2091323,64.0
ERR3808881,19
ERR2091323,0.25
ERR3808881,30
ERR3808876,6
ERR3808894,26
ERR3808903,27
ERR2091349,1024.0
ERR2091404,0.03
ERR3808874,6
ERR2091352,0.25
ERR2091332,32
ERR3808912,21
ERR3808925,20
ERR2091351,2
ERR2091308,8.0
ERR3808879,15
ERR2091430,16
ERR3808895,27
ERR3808901,6
ERR2091318,0.25
ERR3808927,16
ERR2091430,0.03
ERR2931008,1
ERR2091328,0.25
ERR3808882,23
ERR2091407,32
ERR3808894,21
ERR3808905,14
ERR3808906,31
ERR3808928,16
ERR3808869,6
ERR2091326,0.25
ERR3808878,6
ERR2091335,1024.0
ERR2091313,0.25
ERR3808902,24
ERR3808897,6
ERR2091349,8
ERR2091351,4.0
ERR3808914,23
ERR2091315,0.25
ERR2091356,1024.0
ERR2091304,0.125
ERR3808892,24
ERR3808870,6
ERR2091417,0.015
ERR3808871,23
ERR2091335,4.0
ERR2931025,0.5
ERR2091352,1.0
ERR2931032,32
ERR2091428,0.25
ERR2091412,0.03
ERR3808894,27
ERR2091306,0.25
ERR3808925,19
ERR2931032,4
ERR2931028,16
ERR3808911,6
ERR2091399,0.25
ERR2091355,64.0
ERR3808889,23
ERR3808894,21
ERR2091309,0.25
ERR3808921,14
ERR2091415,8.0
ERR2091402,8
ERR2091429,8.0
ERR3808897,26
ERR3808901,24
ERR2091334,8
ERR2091357,8
ERR2091349,0.25
ERR2091347,0.5
ERR2091304,4
ERR2091349,8
ERR3808887,14
ERR2931008,64
ERR2091421,0.25
ERR3808914,29
ERR3808900,17
ERR3808898,18
ERR3808897,24
ERR2091363,0.125
ERR2091312,4
ERR2091418,4.0
ERR2091430,64.0
ERR3808922,6
ERR2091409,32.0
ERR3808915,27
ERR2091422,64.0
ERR2091411,0.03
ERR2091356,32.0
ERR2091344,0.25
ERR3808920,22
ERR3808901,6
ERR2931032,8
ERR2091322,4.0
ERR2091348,1024.0
ERR2091311,0.5
ERR2931028,1
ERR3808907,6
ERR2091411,0.125
ERR3808873,31
ERR2091414,0.25
ERR2091412,0.25
ERR3808912,6
ERR2091350,4
ERR2091315,8
ERR2091427,0.5
ERR3808899,25
ERR2091364,0.5
ERR3808878,6
ERR2931025,0.25
ERR2091396,0.015
ERR3808903,29
ERR2091344,0.25
ERR2091314,64.0
ERR2931025,64
ERR2091420,1
ERR2091401,4
ERR2091331,4.0
ERR2091305,1024.0
ERR3808909,15
ERR3808870,29
ERR2091357,8.0
ERR2091360,0.015
ERR2091344,64
ERR3808884,18
ERR3808886,26
ERR3808897,6
ERR2091405,16
ERR2931032,0.5
ERR2091343,4
ERR2091325,0.5
ERR2091323,32.0
ERR2091398,64.0
ERR2091417,4.0
ERR2091396,0.5
ERR2091420,1.0
ERR2091336,64
ERR3808916,11
ERR3808910,27
ERR2091325,4.0
ERR2091333,8.0
ERR2091339,0.25
ERR2091397,8
ERR2091352,1
ERR2091411,1
ERR2091349,0.25
ERR3808927,21
ERR2091427,0.03
ERR2091328,4.0
ERR3808897,17
ERR3808876,25
ERR2091325,32.0
ERR2091428,32
ERR2091307,1
ERR2091352,0.25
ERR2091331,1.0
ERR2091326,0.015
ERR2931033,4
ERR3808913,11
ERR2091416,0.015
ERR3808874,7
ERR2091325,0.015
ERR3808880,20
ERR2091399,8.0
ERR3808911,6
ERR3808917,35
ERR3808897,20
ERR2931002,0.25
ERR2091412,32
ERR3808882,18
ERR2091399,64.0
ERR3808875,6
ERR2091328,0.015
ERR3808928,19
ERR2091342,0.25
ERR2091399,0.06
ERR2091423,8.0
ERR3808896,30
ERR2091319,1.0
ERR3808869,30
ERR2091304,8.0
ERR2091305,0.015
ERR3808876,23
ERR2091348,8.0
ERR2091364,64.0
ERR2091396,0.125
ERR2931033,0.5
ERR2091347,0.03
ERR3808915,30
ERR2091420,0.125
ERR2091332,1024.0
ERR3808874,21
ERR3808900,33
ERR2091323,64.0
ERR2091333,0.015
ERR3808869,8
ERR2931008,0.25
ERR3808912,11
ERR3808916,6
ERR2091320,4.0
ERR3808904,6
ERR3808890,20
ERR3808871,29
ERR2091430,8
ERR2091414,1
ERR2091429,0.5
ERR3808867,25
ERR3808903,12
ERR2091364,0.03
ERR2931032,8
ERR3808921,6
ERR2091321,0.5
ERR2091353,64.0
ERR3808894,24
ERR2091310,8.0
ERR3808917,19
ERR2091306,1.0
ERR2091396,4.0
ERR3808908,6
ERR2931017,0.25
ERR2091422,0.25
ERR3808911,13
ERR3808878,22
ERR2091430,2
ERR2091332,64.0
ERR2091417,8.0
ERR3808872,25
ERR2091318,4.0
ERR2091331,1024.0
ERR2091340,4.0
ERR2091318,8
ERR2931011,0.25
ERR3808905,22
ERR2091329,1.0
ERR2091342,4.0
ERR2091353,1.0
ERR3808886,6
ERR3808892,24
ERR2091364,0.06
ERR2091415,0.03
ERR2935426,6
ERR3808923,6
ERR2091309,8
ERR3808906,31
ERR2091427,2
ERR2091313,4.0
ERR3808877,6
ERR2091412,0.015
ERR2931008,0.5
ERR2091405,128
ERR2091332,1
ERR2091338,32.0
ERR2091354,0.5
ERR3808918,18
ERR2091319,0.125
ERR2091321,0.06
ERR3808889,13
ERR3808894,23
ERR2091424,0.25
ERR2935426,13
ERR3808876,25
ERR2091359,1.0
ERR2091427,64.0
ERR3808896,24
ERR2091346,64.0
ERR2091336,1024.0
ERR2091321,1.0
ERR2091359,0.25
ERR2931008,8
ERR2091334,4.0
ERR3808917,32
ERR3808871,12
ERR2091313,1
ERR2091316,32
ERR3808925,20
ERR3808896,32
ERR3808926,21
ERR2091411,0.125
ERR3808869,26
ERR3808876,27
ERR3808881,21
ERR2091425,64
ERR3808902,32
ERR2091340,64.0
ERR3808885,26
ERR3808907,17
ERR3808866,18
ERR2091359,0.25
ERR3808911,20
ERR2091352,4
ERR2091358,64.0
ERR2091409,8.0
ERR3808892,22
ERR2091332,0.03
ERR2091336,1.0
ERR3808866,11
ERR2091429,4
ERR2091327,4.0
ERR2091348,16
ERR3808891,35
ERR2091309,0.25
